"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","included_models","meta_model","optimization","scaler","team_size","fit_time","mae_test","mae_train","r2_test","r2_train","rmse_test","rmse_train"
"2026-05-22 17:05:27","4.6min","1e357590a7d04fd79e35194106837294","Stacking_Reg_Normalization_Champions","NOTEBOOK","stackingRegressor.ipynb","Tiago Silva","FINISHED","XGB, RF, ADA, GB, LR","RidgeCV_Default","fixed_champions_team","Normalization","5","270.529146194458","0.18607031234702587","0.16486187333809382","0.999270449374993","0.9994237645847105","0.24537290550900764","0.2173787396006359"
"2026-05-22 17:01:11","4.3min","c3f52623a5f548019f6a7182aac87099","Stacking_Reg_Standardization_Champions","NOTEBOOK","stackingRegressor.ipynb","Tiago Silva","FINISHED","XGB, RF, ADA, GB, LR","RidgeCV_Default","fixed_champions_team","Standardization","5","252.54507279396057","0.18594414065386305","0.16500390960169117","0.9992719027250452","0.9994237526087969","0.24512837792348102","0.2173809984825122"
