"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","included_models","meta_model","optimization","scaler","team_size","accuracy_test","accuracy_train","f1_test","f1_train","fit_time","recall_test","recall_train"
"2026-05-23 14:26:13","2.6min","5cf1c1c600c84fc58d25898a41aa1d1e","Stacking_Normalization_Champions","NOTEBOOK","stackingClassifier.ipynb","Tiago Silva","FINISHED","XGB, RF, GBC, ADA, LR, NB","LogisticRegression_Default","fixed_champions_team","Normalization","6","0.91965","0.9218125","0.92828774153242","0.9302994172117538","153.90466976165771","0.86675","0.8696820700862536"
"2026-05-23 14:24:50","1.4min","184fcb4fe1b54850b559c88345b1d84e","Stacking_Standardization_Champions","NOTEBOOK","stackingClassifier.ipynb","Tiago Silva","FINISHED","XGB, RF, GBC, ADA, LR, NB","LogisticRegression_Default","fixed_champions_team","Standardization","6","0.9197","0.921775","0.9283291681542306","0.9302636564220286","77.06357884407043","0.86675","0.8696195674819784"
